cesta_k_souboru,sirka,vyska,prumerny_jas,label
dataset/ostatni\news_anchor_face\000004.jpg,1050,700,49.21,0
dataset/ostatni\news_anchor_face\000005.jpg,1050,700,57.43,0
dataset/ostatni\news_anchor_face\000006.jpg,1050,700,50.52,0
dataset/ostatni\news_anchor_face\000007.jpg,1261,700,110.5,0
dataset/ostatni\news_anchor_face\000008.jpg,1050,700,53.31,0
dataset/ostatni\news_anchor_face\000009.jpg,1000,560,42.41,0
dataset/ostatni\news_anchor_face\000010.jpeg,4000,5664,163.28,0
dataset/ostatni\news_anchor_face\000011.jpg,800,422,141.08,0
dataset/ostatni\news_anchor_face\000012.jpg,800,450,157.1,0
dataset/ostatni\news_anchor_face\000013.jpg,800,450,99.03,0
dataset/ostatni\news_anchor_face\000014.jpg,800,422,145.03,0
dataset/ostatni\news_anchor_face\000015.jpg,626,626,60.9,0
dataset/ostatni\news_anchor_face\000016.jpg,626,626,53.75,0
dataset/ostatni\news_anchor_face\000017.jpg,626,626,79.56,0
dataset/ostatni\news_anchor_face\000018.jpg,1000,560,53.89,0
dataset/ostatni\news_anchor_face\000019.jpg,626,626,82.56,0
dataset/ostatni\news_anchor_face\000020.jpg,1300,957,81.37,0
dataset/ostatni\news_anchor_face\000021.jpg,1000,560,79.53,0
dataset/ostatni\news_anchor_face\000022.jpg,800,422,128.82,0
dataset/ostatni\news_anchor_face\000023.jpg,1000,560,84.23,0
dataset/ostatni\news_anchor_face\000024.jpg,1920,1080,41.22,0
dataset/ostatni\news_anchor_face\000025.jpg,1000,1000,85.62,0
dataset/ostatni\news_anchor_face\000026.jpg,626,351,83.52,0
dataset/ostatni\news_anchor_face\000027.jpg,2000,1050,81.98,0
dataset/ostatni\news_anchor_face\000028.jpg,626,351,51.36,0
dataset/ostatni\news_anchor_face\000029.jpg,626,351,53.54,0
dataset/ostatni\news_anchor_face\000030.jpg,626,626,69.54,0
dataset/ostatni\news_anchor_face\000031.jpg,1000,667,54.09,0
dataset/ostatni\news_anchor_face\000032.jpg,1600,990,173.76,0
dataset/ostatni\news_anchor_face\000033.jpg,2940,1960,47.38,0
dataset/ostatni\news_anchor_face\000034.jpg,626,417,116.68,0
dataset/ostatni\news_anchor_face\000035.jpg,626,417,44.84,0
dataset/ostatni\news_anchor_face\000036.jpg,1000,667,50.04,0
dataset/ostatni\news_anchor_face\000037.jpg,626,351,63.98,0
dataset/ostatni\news_anchor_face\000038.jpg,626,417,36.36,0
dataset/ostatni\news_anchor_face\000039.jpg,2940,1960,50.49,0
dataset/ostatni\news_anchor_face\000040.jpg,1000,667,51.79,0
dataset/ostatni\news_anchor_face\000041.jpg,1000,667,57.72,0
dataset/ostatni\news_anchor_face\000042.jpg,1470,980,56.75,0
dataset/ostatni\news_anchor_face\000043.jpg,626,351,46.25,0
dataset/ostatni\news_anchor_face\000044.jpg,1300,948,77.82,0
dataset/ostatni\news_anchor_face\000045.jpg,1000,560,77.91,0
dataset/ostatni\news_anchor_face\000046.jpg,1000,667,63.52,0
dataset/ostatni\news_anchor_face\000047.jpg,1000,667,65.89,0
dataset/ostatni\news_anchor_face\000048.jpg,1000,560,38.25,0
dataset/ostatni\news_anchor_face\000049.jpg,626,268,71.76,0
dataset/ostatni\news_anchor_face\000050.jpg,910,480,90.72,0
dataset/ostatni\news_anchor_face\000051.jpg,1000,563,113.11,0
dataset/ostatni\news_anchor_face\000052.jpg,626,351,50.12,0
dataset/ostatni\news_anchor_face\000053.jpg,626,351,52.9,0
dataset/ostatni\news_anchor_face\000054.jpg,626,351,35.87,0
dataset/ostatni\news_anchor_face\000055.jpg,978,800,142.18,0
dataset/ostatni\news_anchor_face\000056.jpg,1425,1055,93.63,0
dataset/ostatni\news_anchor_face\000057.jpg,626,417,56.96,0
dataset/ostatni\news_anchor_face\000058.jpg,626,417,50.91,0
dataset/ostatni\news_anchor_face\000059.jpg,626,417,44.84,0
dataset/ostatni\news_anchor_face\000060.jpg,626,417,57.46,0
dataset/ostatni\Nottingham_Forest_player_face\000001.jpg,1536,1023,54.26,0
dataset/ostatni\Nottingham_Forest_player_face\000002.jpg,1920,1178,116.14,0
dataset/ostatni\Nottingham_Forest_player_face\000003.jpg,1920,1233,141.13,0
dataset/ostatni\Nottingham_Forest_player_face\000004.jpg,1920,1280,85.19,0
dataset/ostatni\Nottingham_Forest_player_face\000005.jpg,3000,1500,96.36,0
dataset/ostatni\Nottingham_Forest_player_face\000006.jpg,1920,1280,88.61,0
dataset/ostatni\Nottingham_Forest_player_face\000007.jpg,1920,1280,63.03,0
dataset/ostatni\Nottingham_Forest_player_face\000008.jpg,1920,1280,61.88,0
dataset/ostatni\Nottingham_Forest_player_face\000009.jpg,1920,1248,77.62,0
dataset/ostatni\Nottingham_Forest_player_face\000010.jpg,1920,1328,130.25,0
dataset/ostatni\Nottingham_Forest_player_face\000011.jpg,1024,683,124.52,0
dataset/ostatni\Nottingham_Forest_player_face\000012.jpg,1536,1024,87.57,0
dataset/ostatni\Nottingham_Forest_player_face\000013.jpg,1920,1280,108.57,0
dataset/ostatni\Nottingham_Forest_player_face\000014.jpg,1536,1023,50.53,0
dataset/ostatni\Nottingham_Forest_player_face\000015.jpg,1536,1064,76.66,0
dataset/ostatni\Nottingham_Forest_player_face\000016.jpg,1920,1314,136.3,0
dataset/ostatni\Nottingham_Forest_player_face\000017.jpg,1920,1299,88.53,0
dataset/ostatni\Nottingham_Forest_player_face\000018.jpg,1024,683,159.38,0
dataset/ostatni\Nottingham_Forest_player_face\000019.jpg,1920,1280,126.88,0
dataset/ostatni\Nottingham_Forest_player_face\000020.jpg,1920,1280,94.55,0
dataset/ostatni\Nottingham_Forest_player_face\000021.jpg,1920,1279,128.24,0
dataset/ostatni\Nottingham_Forest_player_face\000022.jpg,1920,1788,164.22,0
dataset/ostatni\Nottingham_Forest_player_face\000023.jpg,2048,1365,63.34,0
dataset/ostatni\Nottingham_Forest_player_face\000024.jpg,1024,683,143.92,0
dataset/ostatni\Nottingham_Forest_player_face\000025.jpg,1920,1280,112.61,0
dataset/ostatni\Nottingham_Forest_player_face\000026.jpg,1536,1024,120.93,0
dataset/ostatni\Nottingham_Forest_player_face\000027.jpg,1200,630,118.89,0
dataset/ostatni\Nottingham_Forest_player_face\000028.jpg,1920,1280,84.78,0
dataset/ostatni\Nottingham_Forest_player_face\000029.jpg,1200,630,96.43,0
dataset/ostatni\Nottingham_Forest_player_face\000030.jpg,1920,1281,127.95,0
dataset/ostatni\Nottingham_Forest_player_face\000031.jpg,1140,760,115.68,0
dataset/ostatni\Nottingham_Forest_player_face\000032.jpg,1200,630,106.19,0
dataset/ostatni\Nottingham_Forest_player_face\000033.jpg,1024,683,101.0,0
dataset/ostatni\Nottingham_Forest_player_face\000034.jpg,1920,1280,118.19,0
dataset/ostatni\Nottingham_Forest_player_face\000035.jpg,1200,630,89.77,0
dataset/ostatni\Nottingham_Forest_player_face\000036.jpg,1200,630,81.22,0
dataset/ostatni\Nottingham_Forest_player_face\000037.jpg,7612,5075,59.46,0
dataset/ostatni\Nottingham_Forest_player_face\000038.jpg,1024,683,67.59,0
dataset/ostatni\Nottingham_Forest_player_face\000039.jpg,1024,683,44.41,0
dataset/ostatni\Nottingham_Forest_player_face\000040.jpg,1536,1024,93.61,0
dataset/ostatni\Nottingham_Forest_player_face\000041.jpg,1920,1280,86.76,0
dataset/ostatni\Nottingham_Forest_player_face\000042.jpg,1536,1025,71.7,0
dataset/ostatni\Nottingham_Forest_player_face\000043.jpg,1600,900,114.67,0
dataset/ostatni\Nottingham_Forest_player_face\000044.jpg,1920,1280,148.41,0
dataset/ostatni\Nottingham_Forest_player_face\000045.jpg,1920,1280,89.92,0
dataset/ostatni\Nottingham_Forest_player_face\000046.jpg,1920,1392,97.3,0
dataset/ostatni\Nottingham_Forest_player_face\000047.jpg,1140,759,102.5,0
dataset/ostatni\Nottingham_Forest_player_face\000048.jpg,1920,1280,59.88,0
dataset/ostatni\Nottingham_Forest_player_face\000049.jpg,1140,760,128.22,0
dataset/ostatni\Nottingham_Forest_player_face\000050.jpg,1200,800,93.62,0
dataset/ostatni\Nottingham_Forest_player_face\000051.jpg,1300,956,119.64,0
dataset/ostatni\Nottingham_Forest_player_face\000052.jpg,1000,667,193.1,0
dataset/ostatni\Nottingham_Forest_player_face\000053.jpg,1200,630,35.12,0
dataset/ostatni\Nottingham_Forest_player_face\000054.jpg,675,1200,54.02,0
dataset/ostatni\Nottingham_Forest_player_face\000055.jpg,1920,1190,94.01,0
dataset/ostatni\Nottingham_Forest_player_face\000056.jpg,615,410,96.3,0
dataset/ostatni\Nottingham_Forest_player_face\000057.jpg,1920,1302,189.62,0
dataset/ostatni\Nottingham_Forest_player_face\000058.jpg,615,409,50.49,0
dataset/ostatni\Nottingham_Forest_player_face\000059.jpg,2930,1648,70.16,0
dataset/ostatni\Nottingham_Forest_player_face\000060.jpg,3000,1500,89.84,0
dataset/ostatni\Nottingham_Forest_player_face\000061.jpg,3000,1500,68.89,0
dataset/ostatni\Nottingham_Forest_player_face\000062.jpg,1200,630,110.67,0
dataset/ostatni\Nottingham_Forest_player_face\000063.jpg,675,1200,116.99,0
dataset/ostatni\Nottingham_Forest_player_face\000064.jpg,5792,3862,96.0,0
dataset/ostatni\Nottingham_Forest_player_face\000065.jpg,2048,1163,66.37,0
dataset/ostatni\Nottingham_Forest_player_face\000066.jpg,2478,1652,85.62,0
dataset/ostatni\Nottingham_Forest_player_face\000067.jpg,2048,1152,93.78,0
dataset/ostatni\Nottingham_Forest_player_face\000068.jpg,636,382,89.3,0
dataset/ostatni\Nottingham_Forest_player_face\000069.jpg,1920,1080,95.36,0
dataset/ostatni\Nottingham_Forest_player_face\000070.jpg,1200,1200,175.81,0
dataset/ostatni\Nottingham_Forest_player_face\000071.jpg,1200,1200,68.3,0
dataset/ostatni\Nottingham_Forest_player_face\000072.jpg,1200,1200,123.45,0
dataset/ostatni\Nottingham_Forest_player_face\000073.jpg,1200,1200,69.96,0
dataset/ostatni\Nottingham_Forest_player_face\000074.jpg,1920,1080,68.74,0
dataset/ostatni\Nottingham_Forest_player_face\000075.jpg,1600,900,93.79,0
dataset/ostatni\Nottingham_Forest_player_face\000076.jpg,976,549,76.71,0
dataset/ostatni\Nottingham_Forest_player_face\000077.jpg,800,450,147.38,0
dataset/ostatni\Nottingham_Forest_player_face\000078.jpg,976,549,137.09,0
dataset/ostatni\Nottingham_Forest_player_face\000079.jpg,1024,662,90.85,0
dataset/ostatni\random_boy_face\000001.jpg,388,388,125.51,0
dataset/ostatni\random_boy_face\000002.jpg,256,256,130.56,0
dataset/ostatni\random_boy_face\000003.jpg,809,1200,129.21,0
dataset/ostatni\random_boy_face\000004.jpg,1280,853,89.4,0
dataset/ostatni\random_boy_face\000005.jpg,1280,837,91.76,0
dataset/ostatni\random_boy_face\000006.jpg,617,720,104.09,0
dataset/ostatni\random_boy_face\000007.jpg,736,736,92.6,0
dataset/ostatni\random_boy_face\000008.jpg,626,626,219.42,0
dataset/ostatni\random_boy_face\000009.jpg,626,626,217.34,0
dataset/ostatni\random_boy_face\000010.jpg,626,626,224.11,0
dataset/ostatni\random_boy_face\000011.jpg,626,626,227.8,0
dataset/ostatni\random_boy_face\000012.jpg,417,626,147.41,0
dataset/ostatni\random_boy_face\000013.jpg,626,626,214.03,0
dataset/ostatni\random_boy_face\000014.jpg,454,454,113.1,0
dataset/ostatni\random_boy_face\000015.jpg,626,626,54.67,0
dataset/ostatni\random_boy_face\000016.jpg,1920,1920,144.87,0
dataset/ostatni\random_boy_face\000017.jpg,1000,1080,193.5,0
dataset/ostatni\random_boy_face\000018.jpg,750,750,168.1,0
dataset/ostatni\random_boy_face\000019.jpg,853,1280,51.14,0
dataset/ostatni\random_boy_face\000020.jpg,600,600,165.6,0
dataset/ostatni\random_boy_face\000021.jpg,541,626,179.99,0
dataset/ostatni\random_boy_face\000022.jpg,1050,700,62.8,0
dataset/ostatni\random_boy_face\000023.jpg,394,700,101.75,0
dataset/ostatni\random_boy_face\000024.jpg,1082,700,65.89,0
dataset/ostatni\random_boy_face\000025.jpg,1626,700,126.91,0
dataset/ostatni\random_boy_face\000026.jpg,1050,700,98.78,0
dataset/ostatni\random_boy_face\000027.jpg,933,700,95.02,0
dataset/ostatni\random_boy_face\000028.jpg,1050,700,74.58,0
dataset/ostatni\random_boy_face\000029.jpg,1244,700,185.22,0
dataset/ostatni\random_boy_face\000030.jpg,1244,700,166.9,0
dataset/ostatni\random_boy_face\000031.jpg,1050,700,143.97,0
dataset/ostatni\random_boy_face\000032.jpg,626,626,182.94,0
dataset/ostatni\random_boy_face\000033.jpg,1063,700,125.02,0
dataset/ostatni\random_boy_face\000034.jpg,1225,700,127.17,0
dataset/ostatni\random_boy_face\000035.jpg,1063,700,123.78,0
dataset/ostatni\random_boy_face\000036.jpg,1225,700,78.63,0
dataset/ostatni\random_boy_face\000037.jpg,1249,700,206.93,0
dataset/ostatni\random_boy_face\000038.jpg,626,626,181.77,0
dataset/ostatni\random_boy_face\000039.jpg,1280,724,82.98,0
dataset/ostatni\random_boy_face\000040.jpg,750,750,160.0,0
dataset/ostatni\random_boy_face\000041.jpg,256,256,157.26,0
dataset/ostatni\random_boy_face\000042.jpg,256,256,145.18,0
dataset/ostatni\random_boy_face\000043.jpg,256,256,115.14,0
dataset/ostatni\random_boy_face\000044.jpg,256,256,158.85,0
dataset/ostatni\random_boy_face\000045.jpg,256,256,140.94,0
dataset/ostatni\random_boy_face\000046.jpg,256,256,157.05,0
dataset/ostatni\random_boy_face\000047.jpg,256,256,127.41,0
dataset/ostatni\random_boy_face\000048.jpg,256,256,153.02,0
dataset/ostatni\random_boy_face\000049.jpg,256,256,117.43,0
dataset/ostatni\random_boy_face\000050.jpg,256,256,141.45,0
dataset/ostatni\random_boy_face\000051.jpg,256,256,163.26,0
dataset/ostatni\random_boy_face\000052.jpg,256,256,148.07,0
dataset/ostatni\random_boy_face\000053.jpg,256,256,151.25,0
dataset/ostatni\random_boy_face\000054.jpg,256,256,128.64,0
dataset/ostatni\random_boy_face\000055.jpg,256,256,139.28,0
dataset/ostatni\random_boy_face\000056.jpg,256,256,166.39,0
dataset/ostatni\random_boy_face\000057.jpg,256,256,140.27,0
dataset/ostatni\random_boy_face\000058.jpg,256,256,134.2,0
dataset/ostatni\random_boy_face\000059.jpg,256,256,158.35,0
dataset/ostatni\random_boy_face\000060.jpg,256,256,144.27,0
dataset/ostatni\random_boy_face\000061.jpg,256,256,155.92,0
dataset/ostatni\random_boy_face\000062.jpg,256,256,155.88,0
dataset/ostatni\random_boy_face\000063.jpg,256,256,135.45,0
dataset/ostatni\random_boy_face\000064.jpg,256,256,142.65,0
dataset/ostatni\random_boy_face\000065.jpg,256,256,138.15,0
dataset/ostatni\random_boy_face\000066.jpg,256,256,138.72,0
dataset/ostatni\random_boy_face\000067.jpg,256,256,157.36,0
dataset/ostatni\random_boy_face\000068.jpg,256,256,129.48,0
dataset/ostatni\random_boy_face\000069.jpg,256,256,119.15,0
dataset/ostatni\random_boy_face\000070.jpg,256,256,171.52,0
dataset/ostatni\random_boy_face\000071.jpg,256,256,126.05,0
dataset/ostatni\random_boy_face\000072.jpg,256,256,159.68,0
dataset/ostatni\random_boy_face\000073.jpg,256,256,160.29,0
dataset/ostatni\random_boy_face\000074.jpg,256,256,138.72,0
dataset/ostatni\random_boy_face\000075.jpg,256,256,165.68,0
dataset/ostatni\random_boy_face\000076.jpg,256,256,176.59,0
dataset/ostatni\random_boy_face\000077.jpg,256,256,165.6,0
dataset/ostatni\random_boy_face\000078.jpg,256,256,162.95,0
dataset/ostatni\random_boy_face\000079.jpg,256,256,154.67,0
dataset/ostatni\random_boy_face\000080.jpg,256,256,164.01,0
dataset/ostatni\random_boy_face\000081.jpg,1024,1024,101.48,0
dataset/ostatni\random_boy_face\000082.jpg,1024,1280,123.28,0
dataset/ostatni\random_boy_face\000083.jpg,736,736,114.03,0
dataset/ostatni\random_man_face\000001.jpg,1024,1024,131.18,0
dataset/ostatni\random_man_face\000002.jpg,601,900,137.76,0
dataset/ostatni\random_man_face\000003.jpeg,2560,1920,57.82,0
dataset/ostatni\random_man_face\000004.jpg,388,388,125.51,0
dataset/ostatni\random_man_face\000005.jpg,1200,800,169.94,0
dataset/ostatni\random_man_face\000006.jpg,869,1280,128.73,0
dataset/ostatni\random_man_face\000007.jpg,809,1200,129.21,0
dataset/ostatni\random_man_face\000008.jpg,720,720,112.81,0
dataset/ostatni\random_man_face\000009.jpg,480,720,51.23,0
dataset/ostatni\random_man_face\000010.jpg,1024,1280,33.68,0
dataset/ostatni\random_man_face\000011.jpg,600,720,69.53,0
dataset/ostatni\random_man_face\000012.jpg,480,720,65.3,0
dataset/ostatni\random_man_face\000013.jpg,480,720,115.42,0
dataset/ostatni\random_man_face\000014.jpg,853,1280,101.09,0
dataset/ostatni\random_man_face\000015.jpg,720,720,83.13,0
dataset/ostatni\random_man_face\000016.jpg,853,1280,78.2,0
dataset/ostatni\random_man_face\000017.jpg,853,1280,78.45,0
dataset/ostatni\random_man_face\000018.jpg,480,720,89.45,0
dataset/ostatni\random_man_face\000019.jpg,626,626,110.0,0
dataset/ostatni\random_man_face\000020.jpg,853,1280,79.1,0
dataset/ostatni\random_man_face\000021.jpg,720,720,64.94,0
dataset/ostatni\random_man_face\000022.jpg,1920,1080,121.88,0
dataset/ostatni\random_man_face\000023.jpg,853,1280,95.13,0
dataset/ostatni\random_man_face\000024.jpg,1920,1920,144.87,0
dataset/ostatni\random_man_face\000025.jpg,3840,2160,238.99,0
dataset/ostatni\random_man_face\000026.jpg,750,750,168.1,0
dataset/ostatni\random_man_face\000027.jpg,600,600,165.6,0
dataset/ostatni\random_man_face\000028.jpg,720,720,97.36,0
dataset/ostatni\random_man_face\000029.jpg,750,750,160.0,0
dataset/ostatni\random_man_face\000030.jpg,256,256,154.49,0
dataset/ostatni\random_man_face\000031.jpg,256,256,150.3,0
dataset/ostatni\random_man_face\000032.jpg,256,256,157.26,0
dataset/ostatni\random_man_face\000033.jpg,256,256,158.08,0
dataset/ostatni\random_man_face\000034.jpg,256,256,141.47,0
dataset/ostatni\random_man_face\000035.jpg,256,256,158.85,0
dataset/ostatni\random_man_face\000036.jpg,256,256,153.81,0
dataset/ostatni\random_man_face\000037.jpg,256,256,157.05,0
dataset/ostatni\random_man_face\000038.jpg,256,256,138.7,0
dataset/ostatni\random_man_face\000039.jpg,256,256,152.61,0
dataset/ostatni\random_man_face\000040.jpg,256,256,117.43,0
dataset/ostatni\random_man_face\000041.jpg,256,256,151.25,0
dataset/ostatni\random_man_face\000042.jpg,256,256,129.63,0
dataset/ostatni\random_man_face\000043.jpg,256,256,139.28,0
dataset/ostatni\random_man_face\000044.jpg,256,256,166.39,0
dataset/ostatni\random_man_face\000045.jpg,256,256,140.27,0
dataset/ostatni\random_man_face\000046.jpg,256,256,144.26,0
dataset/ostatni\random_man_face\000047.jpg,256,256,158.35,0
dataset/ostatni\random_man_face\000048.jpg,256,256,138.87,0
dataset/ostatni\random_man_face\000049.jpg,256,256,155.92,0
dataset/ostatni\random_man_face\000050.jpg,256,256,155.88,0
dataset/ostatni\random_man_face\000051.jpg,256,256,127.79,0
dataset/ostatni\random_man_face\000052.jpg,256,256,142.65,0
dataset/ostatni\random_man_face\000053.jpg,256,256,138.15,0
dataset/ostatni\random_man_face\000054.jpg,256,256,138.72,0
dataset/ostatni\random_man_face\000055.jpg,256,256,119.15,0
dataset/ostatni\random_man_face\000056.jpg,256,256,140.69,0
dataset/ostatni\random_man_face\000057.jpg,256,256,129.81,0
dataset/ostatni\random_man_face\000058.jpg,256,256,126.65,0
dataset/ostatni\random_man_face\000059.jpg,256,256,160.29,0
dataset/ostatni\random_man_face\000060.jpg,256,256,149.16,0
dataset/ostatni\random_man_face\000061.jpg,256,256,121.99,0
dataset/ostatni\random_man_face\000062.jpg,256,256,129.74,0
dataset/ostatni\random_man_face\000063.jpg,256,256,146.02,0
dataset/ostatni\random_man_face\000064.jpg,256,256,144.09,0
dataset/ostatni\random_man_face\000065.jpg,256,256,162.95,0
dataset/ostatni\random_man_face\000066.jpg,256,256,159.74,0
dataset/ostatni\random_man_face\000067.jpg,256,256,123.94,0
dataset/ostatni\random_man_face\000068.jpg,256,256,125.18,0
dataset/ostatni\random_man_face\000069.jpg,256,256,145.12,0
dataset/ostatni\random_man_face\000070.jpg,1024,1024,114.03,0
dataset/ostatni\random_man_face\000071.jpg,1024,1280,123.28,0
dataset/ostatni\random_man_face\000072.jpg,1024,1024,101.48,0
dataset/ostatni\random_man_face\000073.jpg,1280,1280,112.81,0
dataset/ostatni\rugby_player_face\000001.jpg,600,420,87.57,0
dataset/ostatni\rugby_player_face\000002.jpg,1300,956,146.44,0
dataset/ostatni\rugby_player_face\000003.jpg,1300,956,139.98,0
dataset/ostatni\rugby_player_face\000004.jpg,1300,956,95.14,0
dataset/ostatni\rugby_player_face\000005.jpg,1300,956,60.78,0
dataset/ostatni\rugby_player_face\000006.jpg,1300,956,153.88,0
dataset/ostatni\rugby_player_face\000007.jpg,1300,821,108.9,0
dataset/ostatni\rugby_player_face\000008.jpg,1000,653,34.59,0
dataset/ostatni\rugby_player_face\000009.jpg,1300,821,109.17,0
dataset/ostatni\rugby_player_face\000010.jpg,800,422,118.42,0
dataset/ostatni\rugby_player_face\000011.jpg,1600,1157,127.17,0
dataset/ostatni\rugby_player_face\000012.jpg,1300,729,99.82,0
dataset/ostatni\rugby_player_face\000013.jpg,417,626,35.06,0
dataset/ostatni\rugby_player_face\000014.jpg,417,626,31.88,0
dataset/ostatni\rugby_player_face\000015.jpg,417,626,36.6,0
dataset/ostatni\rugby_player_face\000016.jpg,417,626,45.47,0
dataset/ostatni\rugby_player_face\000017.jpg,1600,990,86.87,0
dataset/ostatni\rugby_player_face\000018.jpg,866,1390,104.93,0
dataset/ostatni\rugby_player_face\000019.jpg,626,308,145.29,0
dataset/ostatni\rugby_player_face\000020.jpg,626,443,32.16,0
dataset/ostatni\rugby_player_face\000021.jpg,1300,956,152.4,0
dataset/ostatni\rugby_player_face\000022.jpg,800,449,54.29,0
dataset/ostatni\rugby_player_face\000023.jpg,1600,897,81.02,0
dataset/ostatni\rugby_player_face\000024.jpg,626,626,42.43,0
dataset/ostatni\rugby_player_face\000025.jpg,626,404,116.43,0
dataset/ostatni\rugby_player_face\000026.jpg,626,626,93.81,0
dataset/ostatni\rugby_player_face\000027.jpg,626,626,99.11,0
dataset/ostatni\rugby_player_face\000028.jpg,1600,934,131.16,0
dataset/ostatni\rugby_player_face\000029.jpg,800,422,133.86,0
dataset/ostatni\rugby_player_face\000030.jpg,626,626,107.34,0
dataset/ostatni\rugby_player_face\000031.jpg,626,626,110.44,0
dataset/ostatni\rugby_player_face\000032.jpg,1600,934,144.61,0
dataset/ostatni\rugby_player_face\000033.jpg,1017,1600,197.33,0
dataset/ostatni\rugby_player_face\000034.jpg,626,417,46.17,0
dataset/ostatni\rugby_player_face\000035.jpg,626,626,82.44,0
dataset/ostatni\rugby_player_face\000036.jpg,626,417,68.46,0
dataset/ostatni\rugby_player_face\000037.jpg,1300,956,157.15,0
dataset/ostatni\rugby_player_face\000038.jpg,866,1390,162.12,0
dataset/ostatni\rugby_player_face\000039.jpg,626,417,198.0,0
dataset/ostatni\rugby_player_face\000040.jpg,1300,729,136.78,0
dataset/ostatni\rugby_player_face\000041.jpg,626,442,124.16,0
dataset/ostatni\rugby_player_face\000042.jpg,1300,888,103.15,0
dataset/ostatni\rugby_player_face\000043.jpg,974,1390,199.29,0
dataset/ostatni\rugby_player_face\000044.jpg,1300,956,127.88,0
dataset/ostatni\rugby_player_face\000045.jpg,1300,745,72.17,0
dataset/ostatni\rugby_player_face\000046.jpg,1300,1390,214.8,0
dataset/ostatni\rugby_player_face\000047.jpg,800,534,139.44,0
dataset/ostatni\rugby_player_face\000048.jpg,1300,1390,217.21,0
dataset/ostatni\rugby_player_face\000049.jpg,1300,803,61.02,0
dataset/ostatni\rugby_player_face\000050.jpg,608,410,105.13,0
dataset/ostatni\rugby_player_face\000051.jpg,626,422,83.57,0
dataset/ostatni\rugby_player_face\000052.jpg,626,418,154.03,0
dataset/ostatni\rugby_player_face\000053.jpg,626,418,199.95,0
dataset/ostatni\rugby_player_face\000054.jpg,626,418,134.57,0
dataset/ostatni\rugby_player_face\000055.jpg,626,418,151.76,0
dataset/ostatni\rugby_player_face\000056.jpg,626,418,157.21,0
dataset/ostatni\rugby_player_face\000057.jpg,626,418,136.01,0
dataset/ostatni\rugby_player_face\000058.jpg,626,418,203.77,0
dataset/ostatni\rugby_player_face\000059.jpg,626,418,202.14,0
dataset/ostatni\rugby_player_face\000060.jpg,626,418,199.66,0
dataset/ostatni\rugby_player_face\000061.jpg,626,418,152.34,0
dataset/ostatni\rugby_player_face\000062.jpg,626,418,195.61,0
dataset/ostatni\rugby_player_face\000063.jpg,1300,954,73.9,0
dataset/ostatni\rugby_player_face\000064.jpg,626,418,157.56,0
dataset/ostatni\rugby_player_face\000065.jpg,626,418,153.85,0
dataset/ostatni\rugby_player_face\000066.jpg,1024,512,70.51,0
dataset/ostatni\rugby_player_face\000067.jpg,1300,956,16.16,0
dataset/ostatni\singer_face_close_up\000001.jpg,736,920,144.34,0
dataset/ostatni\singer_face_close_up\000002.jpg,800,450,121.25,0
dataset/ostatni\singer_face_close_up\000003.jpg,626,626,150.98,0
dataset/ostatni\singer_face_close_up\000004.jpg,626,417,142.6,0
dataset/ostatni\singer_face_close_up\000005.jpg,3840,2160,101.4,0
dataset/ostatni\singer_face_close_up\000006.jpg,626,417,112.3,0
dataset/ostatni\singer_face_close_up\000007.jpg,626,443,67.68,0
dataset/ostatni\singer_face_close_up\000008.jpg,626,417,60.09,0
dataset/ostatni\singer_face_close_up\000009.jpg,626,443,50.17,0
dataset/ostatni\singer_face_close_up\000010.jpg,626,443,18.17,0
dataset/ostatni\singer_face_close_up\000011.jpg,800,450,15.49,0
dataset/ostatni\singer_face_close_up\000012.jpg,626,352,96.98,0
dataset/ostatni\singer_face_close_up\000013.jpg,626,417,89.55,0
dataset/ostatni\singer_face_close_up\000014.jpg,626,417,72.15,0
dataset/ostatni\singer_face_close_up\000015.jpg,626,443,35.88,0
dataset/ostatni\singer_face_close_up\000016.jpg,800,550,56.58,0
dataset/ostatni\singer_face_close_up\000017.jpg,1000,563,37.77,0
dataset/ostatni\singer_face_close_up\000018.jpg,626,418,108.72,0
dataset/ostatni\singer_face_close_up\000019.jpg,626,418,85.75,0
dataset/ostatni\singer_face_close_up\000020.jpg,626,417,145.99,0
dataset/ostatni\singer_face_close_up\000021.jpg,1300,1001,56.42,0
dataset/ostatni\singer_face_close_up\000022.jpg,626,417,98.71,0
dataset/ostatni\singer_face_close_up\000023.jpg,1300,956,125.3,0
dataset/ostatni\singer_face_close_up\000024.jpg,626,417,76.45,0
dataset/ostatni\singer_face_close_up\000025.jpg,1300,956,65.21,0
dataset/ostatni\singer_face_close_up\000026.jpg,1024,1024,72.28,0
dataset/ostatni\singer_face_close_up\000027.jpg,626,443,84.24,0
dataset/ostatni\singer_face_close_up\000028.jpg,626,417,66.84,0
dataset/ostatni\singer_face_close_up\000029.jpg,626,418,89.61,0
dataset/ostatni\singer_face_close_up\000030.jpg,626,417,96.65,0
dataset/ostatni\singer_face_close_up\000031.jpg,626,417,102.68,0
dataset/ostatni\singer_face_close_up\000032.jpg,626,417,60.09,0
dataset/ostatni\singer_face_close_up\000033.jpg,800,450,101.43,0
dataset/ostatni\singer_face_close_up\000034.jpg,626,417,90.51,0
dataset/ostatni\singer_face_close_up\000035.jpg,626,417,142.6,0
dataset/ostatni\singer_face_close_up\000036.jpg,626,417,31.85,0
